Country,City,AccentCity,Region,Population,Latitude,Longitude
ch,bulle,Bulle,06,12460,46.619499,7.056743
ch,bullet,Bullet,23,,46.830273,6.5545
ch,bumbach,Bumbach,05,,46.8,7.9
ch,bumpliz,Bumpliz,05,,46.941085,7.391481
ch,bundtels,Bundtels,06,,46.867845,7.211233
ch,buochs,Buochs,13,5272,46.973976,8.422788
ch,buonas,Buonas,24,,47.142294,8.454103
ch,burchen,Burchen,22,,46.280843,7.815847
ch,bure,Bure,26,,47.441653,7.007485
ch,buren an der aare,Buren an der Aare,05,,47.139756,7.372197
ch,buren,Buren,02,,47.464748,9.20468
ch,buren,Buren,05,,47.139756,7.372197
ch,buren,Buren,13,,46.936835,8.390234
ch,buren nid dem bach,Buren nid dem Bach,13,,46.936835,8.390234
ch,burg,Burg,04,,47.459567,7.438077
ch,burgdorf,Burgdorf,05,14943,47.058495,7.622139
ch,burgias,Burgias,09,,46.606173,9.402817
ch,burgistein,Burgistein,05,,46.784641,7.499882
ch,burglen,Burglen,14,,46.810273,8.162639
ch,burglen,Burglen,15,,47.550359,9.152352
ch,burglen,Burglen,21,,46.875651,8.665392
ch,buron,Buron,01,,47.212061,8.094207
ch,bursinel,Bursinel,07,,46.438716,6.305357
ch,bursins,Bursins,07,,46.452343,6.291464
ch,burstera,Burstera,06,,46.676308,7.29047
ch,burtgas,Burtgas,09,,46.606173,9.402817
ch,burtigny,Burtigny,07,,46.467197,6.257678
ch,busen,Busen,20,,46.273805,9.107349
ch,buseno,Buseno,20,,46.273805,9.107349
ch,busserach,Busserach,04,,47.394637,7.541158
ch,busserein,Busserein,09,,46.985605,9.707972
ch,bussigny,Bussigny,23,7317,46.551102,6.555973
ch,busskirch,Busskirch,17,,47.221075,8.832095
ch,busswil bei buren an der aare,Busswil bei Buren an der Aare,05,,47.099475,7.322758
ch,busswil,Busswil,05,,47.099475,7.322758
ch,butschwil,Butschwil,02,,47.361603,9.072067
ch,buttes,Buttes,23,,46.88833,6.552731
ch,buttisholz,Buttisholz,11,,47.114416,8.094253
ch,buttwil,Buttwil,01,,47.26782,8.310193
ch,butzberg,Butzberg,01,,47.214093,7.743086
ch,buus,Buus,01,,47.505422,7.864757
ch,buzberg,Buzberg,01,,47.214093,7.743086
ch,cabbiola,Cabbiola,20,,46.327145,9.204046
ch,cabbiolo,Cabbiolo,20,,46.327145,9.204046
ch,cadempino,Cadempino,20,,46.038698,8.925716
ch,cadenazzo,Cadenazzo,20,,46.15108,8.941993
ch,cadro,Cadro,20,,46.046015,8.986012
ch,cagiallo,Cagiallo,20,,46.062897,8.971153
ch,cagnago,Cagnago,20,,46.383333,8.883333
ch,cala,Cala,20,,46.417472,8.807896
ch,calortsch,Calortsch,09,,46.777345,9.327366
ch,calpiogna,Calpiogna,20,,46.487208,8.804582
ch,cama,Cama,20,,46.273004,9.169567
ch,camana,Camana,09,,46.65,9.283333
ch,camorino,Camorino,20,,46.164349,9.003639
ch,campascio,Campascio,09,,46.245055,10.13061
ch,campfer,Campfer,09,,46.477293,9.811141
ch,campliun,Campliun,21,,46.739808,8.972687
ch,campo blenio,Campo Blenio,20,,46.556944,8.935812
ch,campo,Campo,20,,46.288546,8.495767
ch,campocologno,Campocologno,09,,46.233387,10.142142
ch,campo valmaggia,Campo Valmaggia,20,,46.288546,8.495767
ch,campovasto,Campovasto,09,,46.566667,9.933333
ch,campsut,Campsut,09,,46.486614,9.477773
ch,canobbio,Canobbio,20,,46.034259,8.965663
ch,cantine-de-proz,Cantine-de-Proz,22,,45.9,7.2
ch,capolago,Capolago,20,,45.904137,8.97781
ch,carena,Carena,20,,46.16869,9.086178
ch,carouge,Carouge,07,19688,46.186153,6.13463
ch,carrera,Carrera,09,,46.788533,9.296083
ch,cartigny,Cartigny,07,,46.174549,6.020024
ch,cartygny,Cartygny,07,,46.174549,6.020024
ch,casaccia,Casaccia,09,,46.390629,9.665447
ch,casima,Casima,20,,45.890359,9.036941
ch,caslano,Caslano,20,,45.97153,8.882612
ch,cassina,Cassina,20,,46.466667,8.883333
ch,cassino,Cassino,20,,46.466667,8.883333
ch,castagnola,Castagnola,20,,46.002206,8.977284
ch,castasegna,Castasegna,20,,46.334572,9.518649
ch,castello san pietro,Castello San Pietro,20,,45.860613,9.009325
ch,castel san pietro,Castel San Pietro,20,,45.860613,9.009325
ch,castels,Castels,09,,46.966667,9.816667
ch,castiel,Castiel,09,,46.839385,9.603614
ch,castione,Castione,20,,46.226345,9.04947
ch,castro,Castro,20,,46.471316,8.927285
ch,cauco,Cauco,20,,46.335409,9.121294
ch,caux,Caux,23,,46.433137,6.937124
ch,caux sur montreux,Caux sur Montreux,23,,46.433137,6.937124
ch,cavergno,Cavergno,20,,46.345208,8.606196
ch,caviano,Caviano,20,,46.108225,8.767541
ch,cazis,Cazis,09,,46.723084,9.428812
ch,celerina,Celerina,09,,46.514515,9.858305
ch,celigny,Celigny,07,,46.350525,6.195283
ch,cerentino,Cerentino,20,,46.305275,8.553923
ch,cern,Cern,07,,46.232352,6.050169
ch,cerniat,Cerniat,06,,46.634156,7.158835
ch,cernier,Cernier,12,,47.057356,6.894757
ch,certara,Certara,20,,46.084576,9.059503
ch,cevio,Cevio,20,,46.316083,8.601306
ch,chabrey,Chabrey,12,,46.926437,6.980689
ch,chalais,Chalais,22,,46.267025,7.509577
ch,chalet a gobet,Chalet a Gobet,23,,46.564826,6.692633
ch,chambesy,Chambesy,07,,46.242432,6.143504
ch,cham,Cham,24,13431,47.182126,8.463576
ch,chamoson,Chamoson,22,,46.20104,7.223408
ch,champagne,Champagne,23,,46.830478,6.657832
ch,champery,Champery,07,,46.178768,6.870345
ch,champex,Champex,22,,46.030343,7.117226
ch,champfer,Champfer,09,,46.477293,9.811141
ch,champsec,Champsec,22,,46.05806,7.242957
ch,champvent,Champvent,23,,46.782332,6.570665
ch,chancy,Chancy,07,,46.15003,5.971529
ch,chandolin,Chandolin,22,,46.251268,7.593183
ch,changins,Changins,07,,46.398078,6.232118
ch,chants,Chants,09,,46.645588,9.82781
ch,chapelle,Chapelle,23,,46.669611,6.735747
ch,chardonne,Chardonne,23,,46.476985,6.826648
ch,charmey,Charmey,06,,46.616223,7.168141
ch,charmilles,Charmilles,07,,46.2,6.116667
ch,charmoille,Charmoille,26,,47.423752,7.207571
ch,charrat,Charrat,22,,46.122024,7.134559
ch,charrat-les-chenes,Charrat-les-Chenes,22,,46.122024,7.134559
ch,chateau de bonmont,Chateau de Bonmont,07,,45.366667,6.133333
ch,chateau-d'oex,Chateau-d'Oex,23,,46.47501,7.133601
ch,chateauneuf,Chateauneuf,22,,46.223176,7.33137
ch,chatelaine,Chatelaine,07,,46.2,6.116667
ch,chatelaine-geneve,Chatelaine-Geneve,07,,46.2,6.116667
ch,chatelard,Chatelard,23,,46.44527,6.89908
ch,chatel-saint-denis,Chatel-Saint-Denis,23,,46.526672,6.89975
ch,chatonnaye,Chatonnaye,06,,46.754519,6.937992
ch,chaumont,Chaumont,12,,47.016667,6.95
ch,chaumont-de-pury,Chaumont-de-Pury,12,,47.016667,6.95
ch,chavannes,Chavannes,23,5740,46.528825,6.592058
ch,chavannes-le-chene,Chavannes-le-Chene,23,,46.777442,6.778358
ch,chavannes-sous-orsonnens,Chavannes-sous-Orsonnens,06,,46.72807,6.992277
ch,chavornay,Chavornay,23,,46.705656,6.56988
ch,cheiry,Cheiry,23,,46.750254,6.835162
ch,chemin,Chemin,22,,46.088532,7.100158
ch,chene-bougeries,Chene-Bougeries,07,9821,46.197545,6.162082
ch,chene-bourg,Chene-Bourg,07,8038,46.193049,6.196567
ch,chene-paquier,Chene-Paquier,23,,46.77143,6.769133
ch,chermignon,Chermignon,22,,46.281903,7.482023
ch,chermignon-d'en bas,Chermignon-d'en Bas,22,,46.281903,7.482023
ch,chermignon-d'en haut,Chermignon-d'en Haut,22,,46.288443,7.474873
ch,cheseaux,Cheseaux,23,,46.586689,6.606391
ch,chesieres,Chesieres,23,,46.302726,7.050687
ch,chevenez,Chevenez,26,,47.391715,6.999952
ch,chevroux,Chevroux,12,,46.890182,6.903753
ch,chexbres,Chexbres,23,,46.481844,6.77634
ch,chex le bart,Chex le Bart,12,,46.899137,6.782958
ch,cheyres,Cheyres,23,,46.815311,6.787684
ch,chezard-saint-martin,Chezard-Saint-Martin,12,,47.064361,6.921489
ch,chez-le-bart,Chez-le-Bart,12,,46.899137,6.782958
ch,chiasso,Chiasso,20,8232,45.83491,9.02054
ch,chiavasco,Chiavasco,20,,46.433333,9.016667
ch,chiesaz,Chiesaz,23,,46.472861,6.885335
ch,chiggiogna,Chiggiogna,20,,46.467191,8.821553
ch,chippis,Chippis,22,,46.281029,7.542885
ch,chironico,Chironico,20,,46.422923,8.843795
ch,choindez,Choindez,26,,47.321217,7.379964
ch,chur,Chur,09,32874,46.856753,9.526918
ch,churwalden,Churwalden,09,,46.778768,9.544234
ch,ciavasco,Ciavasco,20,,46.433333,9.016667
ch,cierfs,Cierfs,09,,46.633333,10.333333
ch,cierfs-orasom,Cierfs-Orasom,09,,46.633333,10.333333
ch,ciernes-picat,Ciernes-Picat,23,,46.505292,7.170311
ch,cimadera,Cimadera,20,,46.078795,9.046073
ch,cimalmotto,Cimalmotto,20,,46.283176,8.489212
ch,cinuskel,Cinuskel,09,,46.633333,10.016667
ch,claro,Claro,20,,46.255379,9.023468
ch,clavadel,Clavadel,09,,46.768774,9.815194
ch,clugin,Clugin,09,,46.61667,9.425894
ch,coeuve,Coeuve,26,,47.452886,7.09794
ch,cointrin,Cointrin,07,,46.216667,6.116667
ch,coire,Coire,09,,46.856753,9.526918
ch,col des roches,Col des Roches,12,,47.03018,6.850514
ch,collombey,Collombey,23,,46.270077,6.948351
ch,collonges,Collonges,22,,46.171347,7.035179
ch,colombier,Colombier,12,5133,46.967085,6.856604
ch,colombier,Colombier,23,,46.55619,6.472818
ch,colovrex,Colovrex,07,,46.253483,6.137104
ch,coltura,Coltura,20,,46.344387,9.583945
ch,comano,Comano,20,,46.03593,8.95573
ch,combremont,Combremont,23,,46.74889,6.808699
ch,combremont-le-petit,Combremont-le-Petit,23,,46.74889,6.808699
ch,comologno,Comologno,20,,46.203537,8.576054
ch,compadials,Compadials,21,,46.722694,8.92057
ch,compatsch,Compatsch,09,,46.959634,10.400155
ch,compesieres,Compesieres,07,,46.152242,6.120313
ch,comprovasco,Comprovasco,20,,46.454161,8.938901
ch,concise,Concise,23,,46.850636,6.7207
ch,confignon,Confignon,07,,46.175048,6.079768
ch,conters,Conters,09,,46.607286,9.59359
ch,conthey,Conthey,22,6747,46.225283,7.303715
ch,contone,Contone,20,,46.149031,8.926549
ch,contra,Contra,20,,46.18899,8.83988
ch,coppet,Coppet,07,,46.316943,6.191651
ch,coppet,Coppet,22,,46.286223,7.32576
ch,corbeyrier,Corbeyrier,23,,46.348931,6.960353
ch,corcapolo,Corcapolo,20,,46.169189,8.675393
ch,corcelles,Corcelles,06,,46.83322,6.962308
ch,corcelles,Corcelles,18,,47.285,7.455281
ch,cordast,Cordast,06,,46.874371,7.152773
ch,cordona,Cordona,22,,46.331594,7.555298
ch,cordonaz,Cordonaz,22,,46.331594,7.555298
ch,corgemont,Corgemont,05,,47.19387,7.138359
ch,corippo,Corippo,20,,46.23567,8.840424
ch,corminboeuf,Corminboeuf,06,,46.81237,7.104918
ch,cornaux,Cornaux,12,,47.083333,7.016667
ch,cornol,Cornol,26,,47.407518,7.162472
ch,corsier,Corsier,07,,46.263679,6.223812
ch,corsier port,Corsier Port,07,,46.262878,6.21243
ch,cortaillod,Cortaillod,12,,46.943326,6.844906
ch,cortascio,Cortascio,20,,46.116667,8.666667
ch,corte,Corte,20,,46.466667,8.633333
ch,corte grande,Corte Grande,20,,46.35,8.5
ch,cortuillod,Cortuillod,12,,46.943326,6.844906
ch,cossonay,Cossonay,23,,46.614163,6.506653
ch,cossonay-ville,Cossonay-Ville,23,,46.614163,6.506653
ch,cote aux fees,Cote aux Fees,23,,46.866647,6.488475
ch,cottens,Cottens,06,,46.751556,7.032611
ch,coulouvreniere,Coulouvreniere,07,,46.2,6.133333
ch,courfaivre,Courfaivre,26,,47.335045,7.282003
ch,courgenay,Courgenay,26,,47.403648,7.124156
ch,courgevaux,Courgevaux,06,,46.907814,7.110772
ch,courlevon,Courlevon,06,,46.889289,7.110575
ch,courrendlin,Courrendlin,26,,47.337584,7.372369
ch,courroux,Courroux,26,,47.361557,7.375036
ch,court,Court,05,,47.23955,7.338886
ch,courtedoux,Courtedoux,26,,47.408195,7.042814
ch,courtelary,Courtelary,14,,47.179369,7.072954
ch,courtemaiche,Courtemaiche,26,,47.457244,7.04825
ch,courtepin,Courtepin,06,,46.85,7.2
ch,courtetelle,Courtetelle,26,,47.341145,7.31855
ch,courtion,Courtion,06,,46.857371,7.06917
ch,couta,Couta,22,,46.12978,7.388015
ch,couvet,Couvet,23,,46.926127,6.634148
ch,cra digl lai,Cra digl Lai,09,,46.608432,9.535123
ch,crana,Crana,20,,46.203842,8.610791
ch,crans,Crans,07,,46.359124,6.205814
ch,crans,Crans,22,,46.305688,7.468053
ch,crans-sur-sierre,Crans-sur-Sierre,22,,46.305688,7.468053
ch,crassier,Crassier,07,,46.374802,6.165459
ch,crasta,Crasta,09,,46.413895,9.763984
ch,cre digl lai,Cre digl Lai,09,,46.608432,9.535123
ch,cremines,Cremines,18,,47.283286,7.440323
ch,cresciano,Cresciano,20,,46.266667,9
ch,cressier,Cressier,06,,46.898995,7.140376
ch,cressier,Cressier,12,,47.051539,7.03731
ch,cresta,Cresta,09,,46.473005,9.512428
ch,creta,Creta,22,,46.16631,7.428534
ch,crich,Crich,20,,46.439155,8.921753
ch,crico,Crico,20,,46.439155,8.921753
ch,crissier,Crissier,23,6915,46.55165,6.571253
ch,croce,Croce,20,,46.492838,8.818171
ch,crusch,Crusch,09,,46.820281,10.359605
ch,cudrefin,Cudrefin,12,,46.957582,7.020424
ch,cugnasco,Cugnasco,20,,46.17444,8.917897
ch,cugy,Cugy,23,,46.584051,6.639605
ch,cully,Cully,23,,46.488301,6.730109
ch,cumbels,Cumbels,09,,46.725753,9.192599
ch,cunter,Cunter,09,,46.607286,9.59359
ch,curaglia,Curaglia,21,,46.673195,8.858063
ch,curtina,Curtina,20,,46.081914,9.023531
ch,dachsen,Dachsen,16,,47.664408,8.61815
ch,dagmersellen,Dagmersellen,01,,47.213658,7.984664
ch,daillens,Daillens,23,,46.620868,6.54838
ch,daillet,Daillet,22,,46.240788,7.464841
ch,dailley,Dailley,22,,46.240788,7.464841
ch,dailly,Dailly,22,,46.2,7.033333
ch,dallenwil,Dallenwil,13,,46.924197,8.387852
ch,dalpe,Dalpe,20,,46.472917,8.774936
ch,damvant,Damvant,12,,47.372456,6.897326
ch,dandrio,Dandrio,20,,46.439819,9.053455
ch,daniken,Daniken,01,,47.353213,7.98737
ch,danis,Danis,09,,46.754865,9.055681
ch,dardagny,Dardagny,07,,46.193913,5.994958
ch,darligen,Darligen,05,,46.661753,7.808079
ch,darstetten,Darstetten,05,,46.659479,7.491114
ch,dattwil,Dattwil,01,,47.455057,8.284745
ch,davos dorf,Davos Dorf,09,,46.804011,9.83532
ch,davos platz,Davos Platz,09,,46.792843,9.820283
ch,degersheim,Degersheim,02,,47.372922,9.196825
ch,deisswil,Deisswil,05,,46.954708,7.518332
ch,deitingen,Deitingen,18,,47.215789,7.619877
ch,dele,Dele,22,,46.30174,7.424183
ch,delemont,Delemont,26,11567,47.366429,7.329005
ch,delsberg,Delsberg,26,,47.366429,7.329005
ch,densburen,Densburen,01,,47.452596,8.053301
ch,derendingen,Derendingen,18,5916,47.198505,7.588438
ch,devant,Devant,23,,46.433333,7.116667
ch,diablerets,Diablerets,22,,46.350414,7.157739
ch,diechtersmatt,Diechtersmatt,14,,46.83886,8.189332
ch,diegten,Diegten,01,,47.416018,7.809422
ch,dielsdorf,Dielsdorf,01,,47.480247,8.45628
ch,diemtigen,Diemtigen,05,,46.649282,7.564771
ch,diepoldsau,Diepoldsau,15,5351,47.384835,9.655969
ch,diesbach,Diesbach,08,,46.916667,9.05
ch,diessbach,Diessbach,05,,47.107803,7.361217
ch,diesse,Diesse,14,,47.113136,7.116775
ch,diessenhofen,Diessenhofen,16,,47.689211,8.751067
ch,dietikon,Dietikon,25,22443,47.404446,8.394984
ch,dietlikon,Dietlikon,25,7121,47.425084,8.618775
ch,dietwil,Dietwil,11,,47.147698,8.390818
ch,digg,Digg,09,,46.82403,9.355375
ch,dinhard,Dinhard,25,,47.556513,8.76621
ch,dino,Dino,20,,46.052494,8.98379
ch,disentis,Disentis,21,,46.703971,8.853018
ch,disla,Disla,21,,46.711625,8.87576
ch,distel alp,Distel Alp,22,,46.020182,7.962901
ch,distel,Distel,22,,46.020182,7.962901
ch,dizy,Dizy,23,,46.635107,6.496087
ch,dogern,Dogern,01,,47.602353,8.157966
ch,domat,Domat,09,6818,46.834827,9.450752
ch,domat ems,Domat Ems,09,,46.834827,9.450752
ch,dombresson,Dombresson,12,,47.071971,6.958751
ch,domdidier,Domdidier,06,,46.866766,7.013274
ch,dompierre,Dompierre,06,,46.852198,6.991005
ch,dompierre,Dompierre,23,,46.708499,6.883417
ch,donatyre,Donatyre,06,,46.876439,7.058538
ch,dongio,Dongio,20,,46.438705,8.953621
ch,donneloye,Donneloye,23,,46.745011,6.715582
ch,doppleschwand,Doppleschwand,11,,47.01831,8.05501
ch,dorenaz,Dorenaz,22,,46.150326,7.043129
ch,dorfji,Dorfji,09,,46.81793,9.752684
ch,dorfli,Dorfli,09,,46.81793,9.752684
ch,dornach,Dornach,04,5940,47.478042,7.616417
ch,dornhalden,Dornhalden,05,,46.8,7.6
ch,dornhaus,Dornhaus,08,,46.949401,9.029305
ch,dottikon,Dottikon,01,,47.38437,8.239807
ch,dottingen,Dottingen,01,,47.568488,8.260461
ch,dranse,Dranse,22,,45.98957,7.180659
ch,dreiligass,Dreiligass,05,,46.773309,7.676782
ch,dreischubel,Dreischubel,05,,46.766667,7.833333
ch,dubendorf,Dubendorf,25,23051,47.395395,8.618366
ch,dudingen,Dudingen,06,7088,46.849152,7.188475
ch,duno,Duno,20,,46.257089,9.023919
ch,duranna,Duranna,09,,46.866498,9.797106
ch,durnten,Durnten,17,6225,47.277691,8.842176
ch,durrboden,Durrboden,09,,46.720771,9.921835
ch,durrenasch,Durrenasch,01,,47.318121,8.158496
ch,durrenboden,Durrenboden,21,,46.933333,8.833333
ch,durrenroth,Durrenroth,01,,47.088159,7.791301
ch,dutgien,Dutgien,09,,46.766667,9.266667
ch,dutjen,Dutjen,09,,46.766667,9.266667
ch,duvin,Duvin,09,,46.714661,9.212367
ch,eaux-vives,Eaux-Vives,07,,46.2,6.15
ch,ebikon,Ebikon,11,11473,47.079366,8.340411
ch,ebligen,Ebligen,05,,46.75,7.966667
ch,ebnat,Ebnat,02,,47.261951,9.124726
ch,ebnat-kappel,Ebnat-Kappel,02,4740,47.261951,9.124726
ch,echallens,Echallens,23,,46.642498,6.637324
ch,echarlens,Echarlens,06,,46.647784,7.074202
ch,econe,Econe,22,,46.156356,7.207187
ch,ecublens,Ecublens,23,10655,46.60915,6.808706
ch,ecuvillens,Ecuvillens,06,,46.757881,7.084461
ch,effingen,Effingen,01,,47.488682,8.102863
ch,effretikon,Effretikon,25,,47.429214,8.68693
ch,egerkingen,Egerkingen,01,,47.322014,7.793132
ch,egga,Egga,09,,46.800017,9.531722
ch,egg,Egg,25,8585,47.300555,8.687429
ch,eggenschwand,Eggenschwand,05,,46.47625,7.663561
ch,eggenwil,Eggenwil,01,,47.37026,8.339389
ch,eggerberg,Eggerberg,22,,46.306347,7.885147
ch,eggersriet,Eggersriet,15,,47.441409,9.471024
ch,eggiwil,Eggiwil,05,,46.87575,7.795669
ch,eglisau,Eglisau,01,,47.576886,8.526155
ch,egliswil,Egliswil,01,,47.349542,8.188018
ch,egnach,Egnach,15,,47.542639,9.379999
ch,ehrendingen,Ehrendingen,01,,47.502272,8.350141
ch,eichberg,Eichberg,10,,47.34304,9.529898
ch,eich,Eich,11,,47.151165,8.166955
ch,eigenthal,Eigenthal,11,,47.010701,8.212609
ch,eiken,Eiken,01,,47.533943,7.988826
ch,einigen,Einigen,05,,46.708013,7.648295
ch,einsiedeln,Einsiedeln,17,13188,47.126727,8.745245
ch,eischol,Eischol,22,,46.293755,7.77937
ch,eischoll,Eischoll,22,,46.293755,7.77937
ch,eison,Eison,22,,46.152671,7.462567
ch,eisten,Eisten,22,,46.196649,7.896649
ch,elgg,Elgg,19,,47.490949,8.866588
ch,ellikon am rhein,Ellikon am Rhein,16,,47.605234,8.59881
ch,ellikon an der thur,Ellikon an der Thur,19,,47.562925,8.82401
ch,ellikon,Ellikon,16,,47.605234,8.59881
ch,ellikon,Ellikon,19,,47.562925,8.82401
ch,elm,Elm,08,,46.919017,9.172416
ch,elsau,Elsau,25,,47.505188,8.801447
ch,elsigbach,Elsigbach,05,,46.528784,7.60649
ch,embd,Embd,22,,46.216299,7.832029
ch,embrach,Embrach,25,8517,47.507063,8.595681
ch,emmenbrucke,Emmenbrucke,11,,47.072828,8.288961
ch,emmen,Emmen,11,27290,47.081101,8.30477
ch,emmenmatt,Emmenmatt,05,,46.946444,7.738459
ch,emmetten,Emmetten,13,,46.95658,8.514666
ch,emmeuen,Emmeuen,13,,46.95658,8.514666
ch,emmishofen,Emmishofen,15,,47.647821,9.16787
ch,emosson,Emosson,07,,46.066667,6.916667
ch,ems,Ems,09,,46.834827,9.450752
ch,endingen,Endingen,01,,47.536355,8.293385
ch,engehalde,Engehalde,05,,46.95,7.433333
ch,engelberg,Engelberg,14,,46.821069,8.401333
ch,engi,Engi,08,,46.982391,9.153114
ch,en la gottaz,En la Gottaz,06,,46.7,7.1
ch,ennenda,Ennenda,08,,47.034647,9.077248
ch,ennetburgen,Ennetburgen,13,,46.983333,8.333333
ch,ennetegg,Ennetegg,11,,46.983333,8.016667
ch,enney,Enney,23,,46.566252,7.084179
ch,ensex,Ensex,22,,46.323523,7.1087
ch,entenmoos,Entenmoos,06,,46.763016,7.253302
ch,entfelden,Entfelden,01,,47.360291,8.039193
ch,entlebuch,Entlebuch,11,,46.991789,8.064517
ch,en vennes,En Vennes,23,,46.539852,6.653755
ch,epalinges,Epalinges,23,7521,46.551775,6.668288
ch,epautheyres,Epautheyres,23,,46.738764,6.642363
ch,ependes,Ependes,06,,46.756249,7.150908
ch,ependes,Ependes,23,,46.743037,6.608567
ch,epinassey,Epinassey,22,,46.192433,7.008866
ch,eptingen,Eptingen,01,,47.384744,7.81898
ch,erde,Erde,22,,46.25,7.3
ch,eriswil,Eriswil,01,,47.078158,7.851489
ch,eriz,Eriz,05,,46.787733,7.771025
ch,erlach,Erlach,14,,47.042973,7.099604
ch,erlenbach,Erlenbach,25,,47.302317,8.592748
ch,erlenbach im simmental,Erlenbach im Simmental,05,,46.660208,7.554453
ch,erlen,Erlen,15,,47.548321,9.233661
ch,erlinsbach,Erlinsbach,01,,47.392176,8.005031
ch,ermatingen,Ermatingen,19,,47.670868,9.084619
ch,ernen,Ernen,01,,46.398696,8.145833
ch,erschmatt,Erschmatt,22,,46.321364,7.692276
ch,erschwil,Erschwil,04,,47.373856,7.541369
ch,ersigen,Ersigen,18,,47.097368,7.598044
ch,erstfeld,Erstfeld,21,,46.81885,8.650516
ch,eschenbach,Eschenbach,11,,47.132313,8.31964
ch,eschenbach,Eschenbach,17,5167,47.239806,8.921562
ch,eschenz,Eschenz,19,,47.650697,8.865641
ch,escher,Escher,10,,47.283279,9.41425
ch,esch,Esch,22,,46.266667,7.866667
ch,eschikofen,Eschikofen,19,,47.57984,9.005184
ch,eschlikon-dorf,Eschlikon-Dorf,19,,47.464344,8.966705
ch,eschlikon,Eschlikon,19,,47.464344,8.966705
ch,escholzmatt,Escholzmatt,11,,46.912587,7.934176
ch,essertines-sur-rolle,Essertines-sur-Rolle,07,,46.492935,6.318227
ch,estavannens-dessous,Estavannens-Dessous,23,,46.560442,7.102517
ch,estavannens-dessus,Estavannens-Dessus,23,,46.56561,7.102004
ch,estavannens,Estavannens,23,,46.56561,7.102004
ch,estavayer,Estavayer,23,,46.849125,6.845805
ch,estavayer-le-lac,Estavayer-le-Lac,23,,46.849125,6.845805
ch,etit-savagnier,etit-Savagnier,12,,47.055192,6.951664
ch,ettingen,Ettingen,04,4917,47.482675,7.549821
ch,ettiswil,Ettiswil,01,,47.150309,8.017589
ch,etzel,Etzel,17,,47.15,8.8
ch,etzel-kulm,Etzel-Kulm,17,,47.15,8.8
ch,etzgen,Etzgen,01,,47.574757,8.106198
ch,etzwilen,Etzwilen,16,,47.658445,8.818075
ch,euseigne,Euseigne,22,,46.172014,7.421875
ch,eutal,Eutal,17,,47.097634,8.812238
ch,euthal,Euthal,17,,47.097634,8.812238
ch,evilard,Evilard,05,,47.14969,7.237549
ch,evionnaz,Evionnaz,22,,46.016667,7.016667
ch,evolene,Evolene,22,,46.113462,7.494361
ch,exergillod,Exergillod,23,,46.33694,7.037265
ch,eyholz,Eyholz,22,,46.295193,7.908832
ch,eysins,Eysins,07,,46.380325,6.20419
ch,faedo,Faedo,20,,46.388531,8.542385
ch,fafleralp,Fafleralp,05,,46.43484,7.854411
ch,fahrni,Fahrni,05,,46.796708,7.66971
ch,fahrwangen,Fahrwangen,01,,47.295521,8.242857
ch,fahy,Fahy,26,,47.418213,6.950012
ch,faido-borgo,Faido-Borgo,20,,46.480067,8.793614
ch,faido,Faido,20,,46.480067,8.793614
ch,faldum alp,Faldum Alp,22,,46.377904,7.73915
ch,falera,Falera,09,,46.801504,9.230199
ch,fallanden,Fallanden,25,6987,47.370719,8.639834
ch,fanas,Fanas,09,,46.985929,9.66302
ch,fang,Fang,22,,46.241473,7.576076
ch,fankhaus,Fankhaus,01,,46.970634,7.917406
ch,faoug,Faoug,06,,46.908174,7.077085
ch,fardun,Fardun,09,,46.632738,9.424105
ch,farnigen,Farnigen,14,,46.73466,8.522623
ch,farvagny-le-grand,Farvagny-le-Grand,06,,46.721296,7.065402
ch,farvagny-le-petit,Farvagny-le-Petit,06,,46.728653,7.072386
ch,faulensee,Faulensee,05,,46.674153,7.702303
ch,fehraltorf,Fehraltorf,25,,47.387966,8.752184
ch,felben,Felben,19,,47.579444,8.942304
ch,feldbach,Feldbach,17,,47.239198,8.786888
ch,feldbach,Feldbach,19,,47.666008,8.982749
ch,feldbrunnen,Feldbrunnen,18,,47.215485,7.54678
ch,feldbrunner,Feldbrunner,18,,47.215485,7.54678
ch,feld,Feld,01,,46.370188,8.21305
ch,feldis,Feldis,09,,46.794216,9.432029
ch,feldmeilen,Feldmeilen,25,,47.276884,8.619308
ch,feldmoos,Feldmoos,14,,46.733333,8.4
ch,feldmoos,Feldmoos,15,,47.470718,9.579431
ch,feldmos,Feldmos,14,,46.733333,8.4
ch,fellers,Fellers,09,,46.801504,9.230199
ch,felsberg,Felsberg,09,,46.844243,9.476842
ch,felsenau,Felsenau,05,,46.972347,7.441482
ch,ferden,Ferden,22,,46.393908,7.759184
ch,ferenbalm,Ferenbalm,05,,46.948935,7.214236
ch,fermelberg,Fermelberg,05,,46.513181,7.49013
ch,fermellager,Fermellager,05,,46.513181,7.49013
ch,fernigen,Fernigen,14,,46.73466,8.522623
ch,ferret,Ferret,22,,45.915471,7.105082
ch,ferrex,Ferrex,22,,45.915471,7.105082
ch,feschel,Feschel,22,,46.32962,7.679477
ch,fetan,Fetan,09,,46.8,10.233333
ch,fetan grand,Fetan Grand,09,,46.8,10.233333
ch,feuerthalen,Feuerthalen,16,,47.690331,8.646488
ch,feusisberg,Feusisberg,17,,47.187067,8.747244
ch,feutersoey,Feutersoey,22,,46.41804,7.270833
